2020-06-07-12:37:07,lung2,121437,3456,549757,2798,0.9723,0.9775,0.9749

2020-06-07-12:37:07,heart,92392,8415,574448,2193,0.9165,0.9768,0.9457

2020-06-07-12:37:07,esophagus,0,0,674775,2673,nan,nan,nan

2020-06-07-12:37:07,trachia,0,0,673073,4375,nan,nan,nan

2020-06-07-12:37:07,spine,0,0,674551,2897,nan,nan,nan

2020-06-07-12:37:10,background,319755,11759,334180,11754,0.9645,0.9645,0.9645

2020-06-07-12:37:10,lungs1,114535,5815,554459,2639,0.9517,0.9775,0.9644

2020-06-07-12:37:10,lung2,121428,3390,549823,2807,0.9728,0.9774,0.9751

2020-06-07-12:37:10,heart,92435,8331,574532,2150,0.9173,0.9773,0.9463

2020-06-07-12:37:10,esophagus,0,0,674775,2673,nan,nan,nan

